,data,preco_lucro,preco_vpa,preco_receita_liq,preco_fco,preco_ativo_total,market_cap_empresa,divdend_yield
60,30/09/2009,"48,05","1,36","2,23","8,46","0,64","R$ 2,21 B","0,00%"
61,30/06/2009,"-106,53","1,11","1,98","7,27","0,53","R$ 1,78 B","0,00%"
62,31/03/2009,"-25,79","1,18","2,39","7,54","0,55","R$ 1,85 B","0,00%"
63,31/12/2008,"-15,27","1,01","2,12","31,50","0,46","R$ 1,56 B","0,00%"
64,30/09/2008,"-17,97","0,79","1,94",NA,"0,37","R$ 1,25 B","0,00%"
65,30/06/2008,"-43,70","1,66","4,27",NA,"0,88","R$ 2,69 B","0,00%"
66,31/03/2008,"-62,04","1,79","4,08",NA,"1,00","R$ 2,91 B","0,69%"
67,31/12/2007,"-68,06","1,84","4,55",NA,"1,03","R$ 2,99 B","0,67%"
68,30/09/2007,"-115,44","1,53","3,47",NA,"0,88","R$ 2,49 B","0,80%"
69,30/06/2007,"39,43","1,43","2,68",NA,"0,86","R$ 2,37 B","0,84%"
70,31/03/2007,"34,61","1,39","3,02",NA,"0,88","R$ 2,32 B","0,00%"
71,31/01/2007,"31,67",NA,"3,57",NA,"1,49","R$ 2,64 B","0,00%"
72,31/10/2006,"16,52","1,21","1,92",NA,"0,66","R$ 1,18 B","0,00%"
73,31/07/2006,"25,77","2,17","2,73",NA,"1,17","R$ 806,10 M","0,00%"
74,30/04/2006,"38,59","2,22","2,85",NA,"1,25","R$ 806,10 M","0,00%"
