,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes,ticker,fluxo_caixa_operacional_valor,fluxo_caixa_operacional_unidade,fluxo_caixa_investimentos_valor,fluxo_caixa_investimentos_unidade,fluxo_caixa_financiamentos_valor,fluxo_caixa_financiamentos_unidade,fluxo_caixa_equivalentes_valor,fluxo_caixa_equivalentes_unidade
14,30/06/2019,"R$ 187,61 M","- R$ 81,00 M","- R$ 108,88 M","- R$ 2,27 M",262,187610000.0,M,81000000.0,M,108880000.0,M,2270000.0,M
15,30/09/2019,"R$ 230,26 M","- R$ 77,54 M","- R$ 102,27 M","R$ 50,46 M",262,230260000.0,M,77540000.0,M,102270000.0,M,50460000.0,M
16,31/12/2019,"R$ 213,41 M","- R$ 77,05 M","- R$ 121,22 M","R$ 15,14 M",262,213410000.0,M,77050000.0,M,121220000.0,M,15140000.0,M
17,31/03/2020,"R$ 228,50 M","- R$ 73,66 M","R$ 36,94 M","R$ 191,77 M",262,228500000.0,M,73660000.0,M,36940000.0,M,191770000.0,M
18,30/06/2020,"R$ 187,44 M","- R$ 64,07 M","R$ 140,76 M","R$ 264,14 M",262,187440000.0,M,64069999.99999999,M,140760000.0,M,264140000.0,M
19,30/09/2020,"R$ 131,92 M","- R$ 61,94 M","R$ 45,43 M","R$ 115,42 M",262,131919999.99999999,M,61940000.0,M,45430000.0,M,115420000.0,M
20,31/12/2020,"R$ 117,86 M","- R$ 64,68 M","R$ 87,60 M","R$ 140,79 M",262,117860000.0,M,64680000.00000001,M,87600000.0,M,140790000.0,M
21,31/03/2021,"R$ 115,59 M","- R$ 70,96 M","- R$ 72,02 M","- R$ 27,39 M",262,115590000.0,M,70960000.0,M,72020000.0,M,27390000.0,M
22,30/06/2021,"R$ 144,98 M","- R$ 86,80 M","- R$ 166,02 M","- R$ 107,84 M",262,144980000.0,M,86800000.0,M,166020000.0,M,107840000.0,M
23,30/09/2021,"R$ 166,69 M","- R$ 98,14 M","- R$ 129,00 M","- R$ 60,45 M",262,166690000.0,M,98140000.0,M,129000000.0,M,60450000.0,M
24,31/12/2021,"R$ 149,13 M","- R$ 105,70 M","- R$ 145,21 M","- R$ 101,78 M",262,149130000.0,M,105700000.0,M,145210000.0,M,101780000.0,M
25,31/03/2022,"R$ 123,95 M","- R$ 105,69 M","- R$ 165,29 M","- R$ 147,03 M",262,123950000.0,M,105690000.0,M,165290000.0,M,147030000.0,M
26,30/06/2022,"R$ 270,23 M","- R$ 115,57 M","- R$ 131,95 M","R$ 22,71 M",262,270230000.0,M,115570000.0,M,131949999.99999999,M,22710000.0,M
27,30/09/2022,"R$ 260,89 M","- R$ 131,72 M","- R$ 33,74 M","R$ 95,43 M",262,260890000.0,M,131720000.0,M,33740000.0,M,95430000.0,M
28,31/12/2022,"R$ 187,30 M","- R$ 142,50 M","R$ 46,63 M","R$ 91,43 M",262,187300000.0,M,142500000.0,M,46630000.0,M,91430000.0,M
29,31/03/2023,"R$ 205,77 M","- R$ 155,01 M","R$ 22,23 M","R$ 72,99 M",262,205770000.0,M,155010000.0,M,22230000.0,M,72990000.0,M
30,30/06/2023,"R$ 50,34 M","- R$ 148,08 M","- R$ 46,93 M","- R$ 144,67 M",262,50340000.0,M,148080000.0,M,46930000.0,M,144670000.0,M
31,30/09/2023,"R$ 57,15 M","- R$ 121,68 M","R$ 111,31 M","R$ 46,79 M",262,57150000.0,M,121680000.0,M,111310000.0,M,46790000.0,M
32,31/12/2023,"R$ 102,30 M","- R$ 111,15 M","R$ 8,70 M","- R$ 149,00 mil",262,102300000.0,M,111150000.0,M,8700000.0,M,149000.0,mil
33,31/03/2024,"R$ 63,31 M","- R$ 97,36 M","- R$ 22,78 M","- R$ 56,83 M",262,63310000.0,M,97360000.0,M,22780000.0,M,56830000.0,M
34,30/06/2024,"R$ 167,23 M","- R$ 102,89 M","R$ 94,62 M","R$ 158,96 M",262,167230000.0,M,102890000.0,M,94620000.0,M,158960000.0,M
0,31/12/2012,"R$ 34,74 M","R$ 0,00","- R$ 56,04 M","- R$ 21,30 M",8,34740000.0,M,0.00,,56040000.0,M,21300000.0,M
1,31/03/2013,"R$ 73,09 M","- R$ 4,12 M","- R$ 56,04 M","R$ 12,93 M",8,73090000.0,M,4120000.0,M,56040000.0,M,12930000.0,M
2,30/06/2013,"- R$ 813,88 M","R$ 1,94 B","- R$ 2,12 B","- R$ 1,26 B",8,813880000.0,M,1940000000.0,B,2120000000.0,B,1260000000.0,B
3,30/09/2013,"R$ 2,69 B","R$ 2,20 B","- R$ 5,23 B","- R$ 503,70 M",8,2690000000.0,B,2200000000.0,B,5230000000.0,B,503700000.0,M
4,31/12/2013,"R$ 15,25 B","- R$ 3,80 B","- R$ 9,39 B","R$ 2,31 B",8,15250000000.0,B,3800000000.0,B,9390000000.0,B,2310000000.0,B
5,31/03/2014,"R$ 15,89 B","- R$ 4,23 B","- R$ 8,42 B","R$ 3,30 B",8,15890000000.0,B,4230000000.0000005,B,8420000000.0,B,3300000000.0,B
6,30/06/2014,"R$ 16,87 B","- R$ 4,36 B","- R$ 11,08 B","R$ 1,25 B",8,16870000000.000002,B,4360000000.0,B,11080000000.0,B,1250000000.0,B
7,30/09/2014,"R$ 15,39 B","- R$ 4,47 B","- R$ 10,63 B","R$ 250,55 M",8,15390000000.0,B,4470000000.0,B,10630000000.0,B,250550000.0,M
8,31/12/2014,"R$ 15,90 B","- R$ 4,77 B","- R$ 13,14 B","- R$ 1,92 B",8,15900000000.0,B,4770000000.0,B,13140000000.0,B,1920000000.0,B
9,31/03/2015,"R$ 17,55 B","- R$ 5,03 B","- R$ 14,43 B","- R$ 515,96 M",8,17550000000.0,B,5030000000.0,B,14430000000.0,B,515960000.00000006,M
10,30/06/2015,"R$ 18,81 B","- R$ 4,98 B","- R$ 14,43 B","R$ 681,97 M",8,18810000000.0,B,4980000000.0,B,14430000000.0,B,681970000.0,M
11,30/09/2015,"R$ 21,36 B","- R$ 5,00 B","- R$ 14,01 B","R$ 4,09 B",8,21360000000.0,B,5000000000.0,B,14010000000.0,B,4090000000.0,B
12,31/12/2015,"R$ 23,58 B","- R$ 6,00 B","- R$ 15,33 B","R$ 3,99 B",8,23580000000.0,B,6000000000.0,B,15330000000.0,B,3990000000.0,B
13,31/03/2016,"R$ 18,13 B","- R$ 7,16 B","- R$ 12,21 B","- R$ 772,41 M",8,18130000000.0,B,7160000000.0,B,12210000000.0,B,772410000.0,M
14,30/06/2016,"R$ 16,34 B","- R$ 7,44 B","- R$ 10,54 B","- R$ 1,16 B",8,16340000000.0,B,7440000000.0,B,10540000000.0,B,1160000000.0,B
15,30/09/2016,"R$ 15,40 B","- R$ 6,90 B","- R$ 10,71 B","- R$ 2,43 B",8,15400000000.0,B,6900000000.0,B,10710000000.0,B,2430000000.0,B
16,31/12/2016,"R$ 12,34 B","- R$ 5,90 B","- R$ 11,65 B","- R$ 5,74 B",8,12340000000.0,B,5900000000.0,B,11650000000.0,B,5740000000.0,B
17,31/03/2017,"R$ 16,54 B","- R$ 4,14 B","- R$ 10,81 B","R$ 1,22 B",8,16540000000.0,B,4139999999.9999995,B,10810000000.0,B,1220000000.0,B
18,30/06/2017,"R$ 16,89 B","- R$ 3,54 B","- R$ 10,20 B","R$ 3,18 B",8,16890000000.0,B,3540000000.0,B,10200000000.0,B,3180000000.0,B
19,30/09/2017,"R$ 16,91 B","- R$ 3,35 B","- R$ 11,92 B","R$ 1,29 B",8,16910000000.0,B,3350000000.0,B,11920000000.0,B,1290000000.0,B
20,31/12/2017,"R$ 17,87 B","- R$ 3,07 B","- R$ 12,86 B","R$ 2,48 B",8,17870000000.0,B,3070000000.0,B,12860000000.0,B,2480000000.0,B
21,31/03/2018,"R$ 16,68 B","- R$ 6,02 B","- R$ 10,49 B","R$ 724,21 M",8,16680000000.0,B,6020000000.0,B,10490000000.0,B,724210000.0,M
22,30/06/2018,"R$ 17,33 B","- R$ 3,13 B","- R$ 13,10 B","R$ 1,89 B",8,17330000000.0,B,3130000000.0,B,13100000000.0,B,1890000000.0,B
23,30/09/2018,"R$ 18,03 B","- R$ 3,48 B","- R$ 11,77 B","R$ 3,86 B",8,18030000000.0,B,3480000000.0,B,11770000000.0,B,3860000000.0,B
24,31/12/2018,"R$ 17,91 B","- R$ 3,68 B","- R$ 13,22 B","R$ 1,11 B",8,17910000000.0,B,3680000000.0,B,13220000000.0,B,1110000000.0,B
25,31/03/2019,"R$ 19,05 B","- R$ 500,50 M","- R$ 13,98 B","R$ 4,87 B",8,19050000000.0,B,500500000.0,M,13980000000.0,B,4870000000.0,B
26,30/06/2019,"R$ 18,95 B","- R$ 3,57 B","- R$ 11,04 B","R$ 3,58 B",8,18950000000.0,B,3570000000.0,B,11040000000.0,B,3580000000.0,B
27,30/09/2019,"R$ 17,10 B","- R$ 4,22 B","- R$ 9,54 B","R$ 2,81 B",8,17100000000.000002,B,4219999999.9999995,B,9540000000.0,B,2810000000.0,B
28,31/12/2019,"R$ 18,38 B","- R$ 4,84 B","- R$ 12,28 B","R$ 437,14 M",8,18380000000.0,B,4840000000.0,B,12280000000.0,B,437140000.0,M
29,31/03/2020,"R$ 17,85 B","- R$ 6,13 B","- R$ 12,05 B","R$ 381,95 M",8,17850000000.0,B,6130000000.0,B,12050000000.0,B,381950000.0,M
30,30/06/2020,"R$ 16,57 B","- R$ 6,05 B","- R$ 9,78 B","R$ 2,55 B",8,16570000000.0,B,6050000000.0,B,9780000000.0,B,2550000000.0,B
31,30/09/2020,"R$ 20,10 B","- R$ 7,06 B","- R$ 9,37 B","R$ 5,96 B",8,20100000000.0,B,7060000000.0,B,9370000000.0,B,5960000000.0,B
32,31/12/2020,"R$ 18,86 B","- R$ 6,80 B","- R$ 8,60 B","R$ 5,19 B",8,18860000000.0,B,6800000000.0,B,8600000000.0,B,5190000000.0,B
33,31/03/2021,"R$ 20,15 B","- R$ 6,85 B","- R$ 10,23 B","R$ 4,08 B",8,20150000000.0,B,6850000000.0,B,10230000000.0,B,4080000000.0,B
34,30/06/2021,"R$ 20,15 B","- R$ 6,89 B","- R$ 16,11 B","- R$ 3,57 B",8,20150000000.0,B,6890000000.0,B,16110000000.0,B,3570000000.0,B
35,30/09/2021,"R$ 19,47 B","- R$ 6,70 B","- R$ 15,10 B","- R$ 3,24 B",8,19470000000.0,B,6700000000.0,B,15100000000.0,B,3240000000.0,B
36,31/12/2021,"R$ 22,90 B","- R$ 7,73 B","- R$ 16,04 B","- R$ 493,15 M",8,22900000000.0,B,7730000000.0,B,16040000000.0,B,493150000.0,M
37,31/03/2022,"R$ 20,58 B","- R$ 6,32 B","- R$ 16,98 B","- R$ 4,49 B",8,20580000000.0,B,6320000000.0,B,16980000000.0,B,4490000000.0,B
38,30/06/2022,"R$ 20,95 B","- R$ 7,42 B","- R$ 13,10 B","R$ 435,40 M",8,20950000000.0,B,7420000000.0,B,13100000000.0,B,435400000.0,M
39,30/09/2022,"R$ 20,66 B","- R$ 6,59 B","- R$ 14,18 B","- R$ 470,73 M",8,20660000000.0,B,6590000000.0,B,14180000000.0,B,470730000.0,M
40,31/12/2022,"R$ 20,64 B","- R$ 5,00 B","- R$ 16,34 B","- R$ 1,75 B",8,20640000000.0,B,5000000000.0,B,16340000000.0,B,1750000000.0,B
41,31/03/2023,"R$ 19,55 B","- R$ 5,78 B","- R$ 14,63 B","- R$ 739,47 M",8,19550000000.0,B,5780000000.0,B,14630000000.0,B,739470000.0,M
42,30/06/2023,"R$ 20,76 B","- R$ 5,04 B","- R$ 16,33 B","- R$ 1,60 B",8,20760000000.0,B,5040000000.0,B,16329999999.999998,B,1600000000.0,B
43,30/09/2023,"R$ 22,57 B","- R$ 4,60 B","- R$ 16,81 B","R$ 138,61 M",8,22570000000.0,B,4600000000.0,B,16809999999.999998,B,138610000.0,M
44,31/12/2023,"R$ 24,71 B","- R$ 5,77 B","- R$ 16,12 B","R$ 1,21 B",8,24710000000.0,B,5770000000.0,B,16120000000.000002,B,1210000000.0,B
45,31/03/2024,"R$ 26,01 B","- R$ 6,46 B","- R$ 17,40 B","R$ 787,53 M",8,26010000000.0,B,6460000000.0,B,17400000000.0,B,787530000.0,M
46,30/06/2024,"R$ 25,95 B","- R$ 6,33 B","- R$ 17,39 B","R$ 2,14 B",8,25950000000.0,B,6330000000.0,B,17390000000.0,B,2140000000.0000002,B
0,31/12/2019,"R$ 121,42 M","- R$ 148,36 M","R$ 23,86 M","- R$ 3,08 M",198,121420000.0,M,148360000.0,M,23860000.0,M,3080000.0,M
1,31/03/2020,"- R$ 45,75 M","- R$ 183,15 M","R$ 192,22 M","- R$ 36,68 M",198,45750000.0,M,183150000.0,M,192220000.0,M,36680000.0,M
2,30/06/2020,"- R$ 46,45 M","- R$ 187,19 M","R$ 317,84 M","R$ 84,20 M",198,46450000.0,M,187190000.0,M,317840000.0,M,84200000.0,M
3,30/09/2020,"- R$ 217,40 M","- R$ 191,16 M","R$ 525,98 M","R$ 117,42 M",198,217400000.0,M,191160000.0,M,525980000.0,M,117420000.0,M
4,31/12/2020,"- R$ 495,11 M","- R$ 296,16 M","R$ 1,41 B","R$ 618,85 M",198,495110000.0,M,296160000.0,M,1410000000.0,B,618850000.0,M
5,31/03/2021,"- R$ 307,35 M","- R$ 428,74 M","R$ 1,54 B","R$ 807,79 M",198,307350000.0,M,428740000.0,M,1540000000.0,B,807790000.0,M
6,30/06/2021,"- R$ 168,40 M","- R$ 468,00 M","R$ 958,63 M","R$ 322,97 M",198,168400000.0,M,468000000.0,M,958630000.0,M,322970000.0,M
7,30/09/2021,"R$ 54,73 M","- R$ 485,39 M","R$ 1,11 B","R$ 682,82 M",198,54730000.0,M,485390000.0,M,1110000000.0,B,682820000.0,M
8,31/12/2021,"R$ 334,92 M","- R$ 394,39 M","R$ 267,61 M","R$ 208,38 M",198,334920000.0,M,394390000.0,M,267610000.0,M,208380000.0,M
9,31/03/2022,"R$ 219,77 M","- R$ 248,09 M","- R$ 52,50 M","- R$ 82,05 M",198,219770000.0,M,248090000.0,M,52500000.0,M,82050000.0,M
10,30/06/2022,"R$ 179,50 M","- R$ 206,74 M","R$ 411,58 M","R$ 382,74 M",198,179500000.0,M,206740000.0,M,411580000.0,M,382740000.0,M
11,30/09/2022,"R$ 41,16 M","- R$ 153,60 M","R$ 64,87 M","- R$ 48,66 M",198,41160000.0,M,153600000.0,M,64870000.00000001,M,48660000.0,M
12,31/12/2022,"- R$ 13,30 M","- R$ 87,11 M","R$ 270,58 M","R$ 168,79 M",198,13300000.0,M,87110000.0,M,270580000.0,M,168790000.0,M
13,31/03/2023,"- R$ 82,50 M","- R$ 85,99 M","R$ 258,40 M","R$ 89,75 M",198,82500000.0,M,85990000.0,M,258399999.99999997,M,89750000.0,M
14,30/06/2023,"R$ 7,38 M","- R$ 90,62 M","R$ 69,14 M","- R$ 14,84 M",198,7380000.0,M,90620000.0,M,69140000.0,M,14840000.0,M
15,30/09/2023,"- R$ 210,92 M","- R$ 63,58 M","R$ 162,14 M","- R$ 112,75 M",198,210920000.0,M,63580000.0,M,162140000.0,M,112750000.0,M
16,31/12/2023,"- R$ 198,79 M","- R$ 65,90 M","R$ 267,05 M","R$ 1,80 M",198,198790000.0,M,65900000.00000001,M,267050000.0,M,1800000.0,M
17,31/03/2024,"- R$ 137,31 M","- R$ 52,52 M","R$ 62,45 M","- R$ 127,48 M",198,137310000.0,M,52520000.0,M,62450000.0,M,127480000.0,M
18,30/06/2024,"R$ 7,34 M","- R$ 30,01 M","R$ 152,06 M","R$ 131,37 M",198,7340000.0,M,30010000.0,M,152060000.0,M,131370000.0,M
0,31/03/2020,"R$ 5,75 B","R$ 5,75 B","R$ 5,75 B","R$ 5,75 B",68,5750000000.0,B,5750000000.0,B,5750000000.0,B,5750000000.0,B
1,30/06/2020,"R$ 5,75 B","R$ 5,75 B","R$ 5,75 B","R$ 5,75 B",68,5750000000.0,B,5750000000.0,B,5750000000.0,B,5750000000.0,B
2,30/09/2020,"R$ 5,75 B","R$ 5,75 B","R$ 5,75 B","R$ 5,75 B",68,5750000000.0,B,5750000000.0,B,5750000000.0,B,5750000000.0,B
3,31/12/2020,"R$ 0,00","R$ 0,00","R$ 500,00","R$ 500,00",68,0.00,,0.00,,500.00,,500.00,
4,31/03/2021,"- R$ 115,50 mil","R$ 790,99 M","R$ 119,50 mil","R$ 791,00 M",68,115500.0,mil,790990000.0,M,119500.0,mil,791000000.0,M
5,30/06/2021,"R$ 254,27 M","R$ 573,55 M","- R$ 721,02 M","R$ 106,80 M",68,254270000.0,M,573550000.0,M,721020000.0,M,106800000.0,M
6,30/09/2021,"R$ 466,84 M","- R$ 606,58 M","R$ 173,30 M","R$ 33,56 M",68,466840000.0,M,606580000.0,M,173300000.0,M,33560000.0,M
7,31/12/2021,"R$ 255,20 M","- R$ 1,04 B","R$ 1,44 B","R$ 657,04 M",68,255200000.0,M,1040000000.0,B,1440000000.0,B,657040000.0,M
8,31/03/2022,"- R$ 1,13 B","- R$ 1,60 B","R$ 453,05 M","- R$ 1,52 B",68,1130000000.0,B,1600000000.0,B,453050000.0,M,1520000000.0,B
9,30/06/2022,"- R$ 1,73 B","- R$ 1,88 B","R$ 2,23 B","- R$ 618,71 M",68,1730000000.0,B,1880000000.0,B,2230000000.0,B,618710000.0,M
10,30/09/2022,"- R$ 2,18 B","- R$ 1,57 B","R$ 2,03 B","- R$ 970,15 M",68,2180000000.0,B,1570000000.0,B,2029999999.9999998,B,970150000.0,M
11,31/12/2022,"- R$ 1,02 B","- R$ 3,65 B","R$ 4,22 B","- R$ 461,17 M",68,1020000000.0,B,3650000000.0,B,4219999999.9999995,B,461170000.0,M
12,31/03/2023,"R$ 283,67 M","- R$ 1,06 B","- R$ 578,85 M","- R$ 321,71 M",68,283670000.0,M,1060000000.0,B,578850000.0,M,321710000.0,M
13,30/06/2023,"- R$ 1,20 B","- R$ 1,29 B","- R$ 1,50 B","R$ 169,04 M",68,1200000000.0,B,1290000000.0,B,1500000000.0,B,169040000.0,M
14,30/09/2023,"R$ 4,44 B","- R$ 775,01 M","- R$ 2,51 B","R$ 423,12 M",68,4440000000.0,B,775010000.0,M,2510000000.0,B,423120000.0,M
15,31/12/2023,"R$ 3,44 B","- R$ 3,18 B","- R$ 170,30 M","R$ 85,81 M",68,3440000000.0,B,3180000000.0,B,170300000.0,M,85810000.0,M
16,31/03/2024,"R$ 3,42 B","- R$ 2,42 B","- R$ 924,71 M","R$ 81,50 M",68,3420000000.0,B,2420000000.0,B,924710000.0,M,81500000.0,M
17,30/06/2024,"R$ 2,17 B","- R$ 1,94 B","- R$ 110,94 M","R$ 111,58 M",68,2170000000.0,B,1940000000.0,B,110940000.0,M,111580000.0,M
0,31/03/2011,"R$ 26,39 M","- R$ 6,23 M","- R$ 4,66 M","R$ 15,51 M",379,26390000.0,M,6230000.0,M,4660000.0,M,15510000.0,M
1,30/06/2011,"R$ 18,85 M","- R$ 7,79 M","- R$ 11,51 M","- R$ 452,00 mil",379,18850000.0,M,7790000.0,M,11510000.0,M,452000.0,mil
2,30/09/2011,"R$ 16,61 M","- R$ 2,96 M","- R$ 11,61 M","R$ 2,05 M",379,16610000.0,M,2960000.0,M,11610000.0,M,2049999.9999999998,M
3,31/12/2011,"R$ 16,92 M","- R$ 7,90 M","- R$ 11,52 M","- R$ 2,49 M",379,16920000.0,M,7900000.0,M,11520000.0,M,2490000.0,M
4,31/03/2012,"R$ 20,67 M","- R$ 21,14 M","- R$ 15,78 M","- R$ 16,24 M",379,20670000.0,M,21140000.0,M,15780000.0,M,16239999.999999998,M
5,30/06/2012,"R$ 21,77 M","- R$ 5,07 M","- R$ 20,19 M","- R$ 3,49 M",379,21770000.0,M,5070000.0,M,20190000.0,M,3490000.0,M
6,30/09/2012,"R$ 26,42 M","- R$ 4,71 M","- R$ 20,26 M","R$ 1,45 M",379,26420000.0,M,4710000.0,M,20260000.0,M,1450000.0,M
7,31/12/2012,"R$ 25,23 M","- R$ 2,68 M","- R$ 20,31 M","R$ 2,25 M",379,25230000.0,M,2680000.0,M,20310000.0,M,2250000.0,M
8,31/03/2013,"R$ 26,29 M","R$ 7,83 M","- R$ 20,44 M","R$ 13,68 M",379,26290000.0,M,7830000.0,M,20440000.0,M,13680000.0,M
9,30/06/2013,"R$ 25,54 M","- R$ 5,91 M","- R$ 17,18 M","R$ 2,45 M",379,25540000.0,M,5910000.0,M,17180000.0,M,2450000.0,M
10,30/09/2013,"R$ 23,01 M","- R$ 9,12 M","- R$ 26,14 M","- R$ 12,25 M",379,23010000.0,M,9120000.0,M,26140000.0,M,12250000.0,M
11,31/12/2013,"R$ 23,28 M","- R$ 4,93 M","- R$ 26,32 M","- R$ 7,96 M",379,23280000.0,M,4930000.0,M,26320000.0,M,7960000.0,M
12,31/03/2014,"R$ 21,21 M","- R$ 2,47 M","- R$ 26,27 M","- R$ 7,54 M",379,21210000.0,M,2470000.0,M,26270000.0,M,7540000.0,M
13,30/06/2014,"R$ 29,57 M","- R$ 10,23 M","- R$ 18,98 M","R$ 361,00 mil",379,29570000.0,M,10230000.0,M,18980000.0,M,361000.0,mil
14,30/09/2014,"R$ 24,50 M","- R$ 3,44 M","- R$ 8,38 M","R$ 12,68 M",379,24500000.0,M,3440000.0,M,8380000.000000001,M,12680000.0,M
15,31/12/2014,"R$ 24,85 M","- R$ 9,84 M","- R$ 14,74 M","R$ 271,00 mil",379,24850000.0,M,9840000.0,M,14740000.0,M,271000.0,mil
16,31/03/2015,"R$ 27,03 M","- R$ 10,21 M","- R$ 14,74 M","R$ 2,09 M",379,27030000.0,M,10210000.0,M,14740000.0,M,2089999.9999999998,M
17,30/06/2015,"R$ 21,58 M","- R$ 2,43 M","- R$ 13,14 M","R$ 6,02 M",379,21580000.0,M,2430000.0,M,13140000.0,M,6020000.0,M
18,30/09/2015,"R$ 25,76 M","- R$ 6,34 M","- R$ 14,75 M","R$ 4,67 M",379,25760000.0,M,6340000.0,M,14750000.0,M,4670000.0,M
19,31/12/2015,"R$ 27,70 M","- R$ 6,12 M","- R$ 8,60 M","R$ 12,98 M",379,27700000.0,M,6120000.0,M,8600000.0,M,12980000.0,M
20,31/03/2016,"R$ 24,68 M","- R$ 5,45 M","- R$ 8,60 M","R$ 10,64 M",379,24680000.0,M,5450000.0,M,8600000.0,M,10640000.0,M
21,30/06/2016,"R$ 10,61 M","R$ 3,21 M","- R$ 12,73 M","R$ 1,08 M",379,10610000.0,M,3210000.0,M,12730000.0,M,1080000.0,M
22,30/09/2016,"R$ 4,74 M","R$ 8,33 M","- R$ 20,24 M","- R$ 7,17 M",379,4740000.0,M,8330000.0,M,20240000.0,M,7170000.0,M
23,31/12/2016,"- R$ 3,18 M","R$ 16,30 M","- R$ 20,08 M","- R$ 6,96 M",379,3180000.0,M,16300000.0,M,20080000.0,M,6960000.0,M
24,31/03/2017,"- R$ 8,05 M","R$ 24,83 M","- R$ 20,13 M","- R$ 3,36 M",379,8050000.000000001,M,24830000.0,M,20130000.0,M,3360000.0,M
25,30/06/2017,"R$ 1,23 M","R$ 36,10 M","- R$ 44,26 M","- R$ 6,93 M",379,1230000.0,M,36100000.0,M,44260000.0,M,6930000.0,M
26,30/09/2017,"R$ 298,00 mil","R$ 60,04 M","- R$ 44,51 M","R$ 15,83 M",379,298000.0,mil,60040000.0,M,44510000.0,M,15830000.0,M
27,31/12/2017,"R$ 20,38 M","R$ 43,02 M","- R$ 44,50 M","R$ 18,89 M",379,20380000.0,M,43020000.0,M,44500000.0,M,18890000.0,M
28,31/03/2018,"R$ 20,20 M","R$ 41,96 M","- R$ 44,50 M","R$ 17,66 M",379,20200000.0,M,41960000.0,M,44500000.0,M,17660000.0,M
29,30/06/2018,"R$ 21,30 M","R$ 16,51 M","- R$ 13,23 M","R$ 24,58 M",379,21300000.0,M,16510000.000000002,M,13230000.0,M,24580000.0,M
30,30/09/2018,"R$ 23,63 M","- R$ 778,00 mil","- R$ 5,53 M","R$ 17,32 M",379,23630000.0,M,778000.0,mil,5530000.0,M,17320000.0,M
31,31/12/2018,"R$ 24,38 M","- R$ 14,00 mil","- R$ 12,10 M","R$ 12,27 M",379,24380000.0,M,14000.0,mil,12100000.0,M,12270000.0,M
32,31/03/2019,"R$ 25,26 M","- R$ 28,00 mil","- R$ 12,10 M","R$ 13,13 M",379,25260000.0,M,28000.0,mil,12100000.0,M,13130000.0,M
33,30/06/2019,"R$ 26,81 M","- R$ 28,00 mil","- R$ 7,31 M","R$ 19,47 M",379,26810000.0,M,28000.0,mil,7310000.0,M,19470000.0,M
34,30/09/2019,"R$ 28,22 M","- R$ 18,00 mil","- R$ 7,30 M","R$ 20,90 M",379,28220000.0,M,18000.0,mil,7300000.0,M,20900000.0,M
35,31/12/2019,"R$ 28,36 M","- R$ 442,00 mil","- R$ 7,39 M","R$ 20,53 M",379,28360000.0,M,442000.0,mil,7390000.0,M,20530000.0,M
