,data,preco_lucro,preco_vpa,preco_receita_liq,preco_fco,preco_ativo_total,market_cap_empresa,divdend_yield
59,31/12/2009,"-13,05","-3,04","1,81","26,18","1,91","R$ 379,68 M","0,00%"
60,30/09/2009,"-10,82","-3,20","2,82","17,43","2,29","R$ 379,68 M","0,00%"
61,30/06/2009,"-11,03","-3,39","2,51","19,25","2,32","R$ 379,68 M","0,00%"
62,31/03/2009,"-10,62","-3,64","2,36","18,70","2,40","R$ 379,68 M","0,00%"
63,31/12/2008,"-10,87","-3,96","1,49","16,14","2,08","R$ 379,68 M","0,00%"
64,30/09/2008,"-12,54","-4,57","2,03",NA,"2,18","R$ 379,68 M","0,00%"
65,30/06/2008,"-10,80","-4,92","2,11",NA,"2,27","R$ 379,68 M","0,00%"
66,31/03/2008,"-9,55","-5,59","2,17",NA,"2,33","R$ 379,68 M","0,00%"
67,31/12/2007,"-8,72","-6,30","1,63",NA,"2,05","R$ 379,68 M","0,00%"
68,30/09/2007,"-7,73","-7,19","2,40",NA,"2,39","R$ 379,68 M","0,00%"
69,30/06/2007,"-7,88","-9,06","2,49",NA,"2,41","R$ 379,68 M","0,00%"
70,31/03/2007,"-8,23","-13,49","2,60",NA,"2,36","R$ 379,68 M","0,00%"
71,31/12/2006,"-8,98","-22,77","1,91",NA,"2,04","R$ 379,68 M","0,00%"
72,30/09/2006,"-4,97","-102,70","2,71",NA,"2,24","R$ 379,68 M","0,00%"
73,30/06/2006,"-5,01","60,59","2,54",NA,"2,21","R$ 379,68 M","0,00%"
74,31/03/2006,"-5,30","369,56","2,31",NA,"2,51","R$ 379,68 M","0,00%"
75,31/12/2005,"-5,58","43,75","1,75",NA,"2,08","R$ 379,68 M","0,00%"
76,30/09/2005,"-1,11","0,31","0,09",NA,"0,09","R$ 77,69 M","0,00%"
77,30/06/2005,"-2,98","0,29","0,10",NA,"0,10","R$ 79,33 M","0,00%"
78,31/03/2005,"42,94","0,27","0,10",NA,"0,10","R$ 79,97 M","0,00%"
79,31/12/2004,"16,36","0,36","0,12",NA,"0,13","R$ 29,41 M","0,00%"
80,30/09/2004,"6,17","0,59","0,10",NA,"0,10","R$ 17,96 M","0,00%"
81,30/06/2004,"3,13","0,29","0,06",NA,"0,05","R$ 11,64 M","0,00%"
82,31/03/2004,"9,43","0,20","0,04",NA,"0,04","R$ 9,74 M","0,00%"
83,30/09/2003,"-2,36","0,33","0,05",NA,"0,06","R$ 10,62 M","0,00%"
84,30/06/2003,"-2,25","0,31","0,05",NA,"0,06","R$ 10,42 M","0,00%"
85,31/03/2003,"-3,53","0,23","0,04",NA,"0,05","R$ 9,61 M","0,00%"
86,30/09/2002,"17,35","0,24","0,04",NA,"0,05","R$ 9,48 M","0,00%"
87,30/06/2002,"2,37","0,14","0,03",NA,"0,03","R$ 7,86 M","0,00%"
88,31/03/2002,"3,38","0,16","0,03",NA,"0,04","R$ 8,34 M","0,00%"
89,31/12/2001,"12,35","0,24","0,04",NA,"0,05","R$ 10,12 M","0,00%"
90,30/06/2001,"3,38","0,31","0,05",NA,"0,07","R$ 7,97 M","0,00%"
91,31/03/2001,"1,95","0,29","0,06",NA,"0,07","R$ 7,97 M","0,00%"
92,31/12/2000,"1,53","0,27","0,04",NA,"0,05","R$ 7,97 M","0,00%"
93,30/09/2000,"0,74","0,26","0,06",NA,"0,06","R$ 7,97 M","0,00%"
94,30/06/2000,"1,89","0,34","0,06",NA,"0,07","R$ 7,97 M","0,00%"
95,31/03/2000,"2,87","0,34","0,07",NA,"0,07","R$ 7,97 M","0,00%"
